,heart_rate_avg,MAD_heart_rate,SDNN,NN50,pNN50,NN20,pNN20,NN12,pNN12,ULF_Power,VLF_Power,LF_Power,HF_Power,Total_Power,Ratio_LF/HF,SD1,SD2,SD1_SD2_ratio,Alpha_DFA,Sample_En,Approximate_En,Mean,Skewness,Kurtosis,label
0,63.75357218728033,4.826334723725071,29.35226118638281,5764,0.07630293483009226,13587,0.17986259117565295,18843,0.24944070107623675,5.0659862106348024e-05,1.5480544744766283e-06,1.2178037724425202e-06,3.522081066583342e-06,5.6947801419850515e-05,0.34576256179812254,21.151035336366768,35.717666792188936,0.5921729282997922,0.9421027339850783,0.5151041670139999,0.9319834803234115,238.20345242980633,19.626249636409057,1260.9303378684224,1
1,68.56457191630807,4.803938469920686,32.455582322326585,4298,0.053039464915961204,6199,0.07649875360959597,9793,0.12085050719451094,3.5439366901525057e-06,2.1484715567750076e-06,1.8950614443048872e-06,4.862927559887511e-06,1.2450397251119912e-05,0.389695594056664,29.2318686922296,35.38714542403823,0.8260589641223959,0.8434863569627665,0.215888143033679,0.5186475319810611,222.11196534787868,55.77839954185599,5916.526187413486,1
2,101.10580486145386,7.498499355718664,29.27811176592458,1591,0.013415970992495151,4228,0.03565224723838435,6993,0.05896787250189729,1.9102094423307387e-05,9.04120878510609e-07,1.9586183806547153e-06,3.4467980151026963e-06,2.5411631697575404e-05,0.5682428654283529,26.288863970104135,31.98940371792278,0.8217991245449571,0.7544002982491517,0.18796216777155164,0.3151138466555725,150.11511931866093,38.34918440650103,2310.9324544401193,1
3,102.54649689274292,13.74836362081844,24.41156488062633,24028,0.2029631882148227,25197,0.212837666615985,26840,0.22671599682394877,1.3276842407177277e-05,3.086070502431237e-07,6.557707320400631e-07,3.466607751982057e-06,1.7707827941442522e-05,0.18916784907814324,23.55351171283141,25.240603334586755,0.9331596159017501,0.8491413806405929,0.8624056980542953,1.4023495129983088,150.26911965941918,0.345203389314428,0.9722622159029726,1
4,79.45239182716047,7.428408574463168,28.872988102178944,4135,0.04449106950720895,6964,0.07493006240585325,12677,0.1363998278459221,3.292488953719807e-05,8.047099414134188e-07,9.814612871967112e-07,4.025324062551975e-06,3.8736384828360174e-05,0.24382168291178138,26.010566302473922,31.476436475568526,0.8263504136709656,0.8819915208158414,0.2670056130058791,0.5389244267211075,193.65968366688185,16.829493690513676,1335.1306751619525,1
5,76.36488452077413,5.031092652547354,17.77483644460322,1294,0.01425314196966526,3419,0.03765957681165805,9302,0.10245960324716094,3.058204359760975e-05,8.010704113193791e-07,7.784067427587441e-07,1.7856174274149423e-06,3.3947138179102816e-05,0.435931421147503,10.195112880754998,22.976459401489528,0.44371992666955745,0.9951295688922263,0.5279186880445179,0.6815034802132423,198.25134655842797,0.2854839158615327,15.890362267706163,1
6,97.34228258595122,4.7806717295865395,22.07416098381499,1405,0.012258537351457937,3025,0.02639293629050552,6271,0.05471408379430087,5.744112561499327e-06,6.659702207104497e-07,1.246550453199532e-06,4.1882793467536065e-06,1.1844912582162914e-05,0.2976282979228094,20.067703737201807,23.91298394920865,0.8391969726499109,0.7477409206718328,0.2140799463810663,0.3352947447338459,155.27353551922104,35.796208507673484,2223.032588651299,1
7,123.7665443401135,3.8966556304290645,9.000281127930855,211,0.0014246360763766981,264,0.0017824830529073379,679,0.004584492397439706,3.5114006782952146e-05,4.651122578557034e-07,1.000641813736141e-06,2.7383548200101347e-06,3.931811567455413e-05,0.3654171498974839,7.437692008995195,10.329075594439919,0.72007334451099,0.8469439743868599,0.44710843582192583,0.5377122992112371,121.50320036729954,58.16764880897387,6910.214507668384,1
8,98.07582023611612,9.437140554448847,22.403936478473778,763,0.006602173612072546,3668,0.031738889658036826,10210,0.0883462550186903,0.00012169479342128908,2.6525680932732494e-06,3.8996034973119047e-07,5.642681259086128e-07,0.00012530158999020215,0.6910905149980903,8.16045169956676,30.61496491886169,0.2665510713859795,1.0394920041594418,0.28730850663291657,0.4406599510866327,155.7404125709539,5.075894170446107,261.77728809693565,1
9,96.76373728670991,3.805801684492255,13.796124212287728,5332,0.04610861293670011,12557,0.10858699411968177,13934,0.12049463853337945,1.7987118248571575e-05,5.450291066237003e-07,1.2800923122831026e-06,3.496811191951746e-06,2.3309050859430125e-05,0.3660741864557517,12.418650795905046,15.04807531764017,0.8252650610638047,0.8215397317535266,0.522079769249588,0.8368364523747398,155.625,62.274734149339174,6489.396582392554,1
